name;method;param
beautiful level;quantity_add;82
magnificent blackberry;remove;
beautiful peach;price_abs;19.943
pretty banana;price_abs;7
attractive wheelbarrow;price_abs;3
WD Blue HDD;price_percent;-0.07
AMD Ryzen 5;available;False
stylish shovel;available;True
pretty makeup remover;available;True
trendy body wash;quantity_sub;-30
WD Blue HDD;quantity_sub;-9
exquisite plumbing;price_abs;-7
pleasant shampoo;available;True
stylish nails;price_percent;-0.11
delightful moustache wax;quantity_add;44
sublime electrical;quantity_add;150
Canon PIXMA;price_percent;-0.04
elegant deodorant;quantity_sub;-129
delightful roofing;price_abs;5
refined lotion;remove;
elegant facial cleanser;price_abs;0
elegant tape measure;available;True
elegant conditioner;quantity_add;107
glamorous wheelbarrow;available;True
Kingston Canvas Select Plus;price_percent;0.02
HyperX DDR4 RAM;quantity_add;4
refined level;available;True
Samsung 970 EVO SSD;quantity_sub;-7
Corsair HS60;quantity_add;1
superb moustache wax;quantity_sub;-6
pretty makeup remover;quantity_add;135
Epson Expression Home XP;available;False
sublime baseboard;quantity_sub;-38
tasteful conditioner;remove;
Brother DCP-T510W;quantity_add;4
luxurious sunscreen;price_abs;-6
Canon PIXMA;quantity_sub;-7
pretty screws;remove;
Razer Variau;price_abs;-1919
elegant conditioner;remove;
pretty banana;remove;
exquisite face wash;price_percent;0.04
trendy raspberry;remove;
elegant facial cleanser;quantity_add;127
Canon PIXMA;price_abs;-4630
Epson Expression Home XP;available;False
Samsung 970 EVO SSD;quantity_sub;-6
gorgeous nail polish;remove;
Brother DCP-T510W;quantity_add;2
HyperX DDR4 RAM;remove;
Epson Expression Home XP;price_abs;7097
Canon PIXMA;available;True
WD Blue HDD;quantity_add;4
amazing scaffolding;quantity_add;65
stylish baby shampoo;quantity_sub;-120
pleasant moustache wax;quantity_add;69
refined pedicure set;price_abs;-6
stylish plum;price_percent;-0.04
pretty makeup remover;price_percent;-0.06
pretty screws;available;True
Canon PIXMA;quantity_sub;-2
amazing boysenberry;price_abs;0
Canon PIXMA;quantity_sub;-8
magnificent apple;available;False
sublime electrical;price_abs;3
magnificent toner;price_percent;-0.19
magnificent blackberry;quantity_add;97
Canon PIXMA;price_percent;-0.1
Ricoh Aficio MP;remove;
WD Blue HDD;quantity_add;4
attractive lip balm;available;True
Corsair HS60;price_abs;12748
exquisite strawberry;quantity_sub;-104
exquisite face wash;price_abs;-3
trendy shovel;price_abs;1
AMD Ryzen 5;price_percent;0.16
tasteful saw;quantity_sub;-55
HyperX DDR4 RAM;quantity_add;13
gorgeous glue;remove;
stylish chisel;available;True
delightful roofing;price_abs;2
refined doors;price_abs;14
Brother DCP-T510W;price_abs;-1267
pretty papaya;price_abs;36.916000000000004
magnificent toner;price_abs;9
AMD Ryzen 5;price_abs;757
EVGA 500B 80+ BRONZE;quantity_sub;-7
Razer Variau;available;False
SteelSeries Arctis 7;remove;
sublime baseboard;price_percent;0.16
pretty screws;quantity_sub;-55
gorgeous papaya;remove;
Intel Core i5;quantity_sub;-1
attractive scaffolding;remove;
beautiful plum;remove;
HyperX DDR4 RAM;remove;
amazing scaffolding;price_abs;2
sublime baseboard;price_percent;0.03
tasteful trim;remove;
tasteful drywall;quantity_add;43
exquisite doors;price_percent;-0.05
magnificent makeup remover;quantity_sub;-82
Epson Expression Home XP;price_percent;-0.03
Ricoh Aficio MP;quantity_sub;-1
Razer Variau;remove;
glamorous wheelbarrow;remove;
Corsair HS60;price_abs;1350
Canon PIXMA;quantity_sub;-6
WD Blue HDD;quantity_sub;-6
Epson Expression Home XP;quantity_sub;-2
HyperX DDR4 RAM;remove;
Ricoh Aficio MP;remove;
Intel Core i5;price_percent;-0.19
pleasant shampoo;price_percent;0.05
refined wallpaper;remove;
delightful sunscreen;quantity_sub;-112
gorgeous nail polish;price_abs;6
pleasant toothpaste;price_percent;0.08
luxurious sunscreen;price_percent;-0.19
pretty banana;price_percent;-0.19
magnificent apple;quantity_sub;-58
magnificent cherry;quantity_sub;-19
Intel Core i5;price_percent;0.04
HP LaserJet Pro;price_percent;-0.04
attractive lip balm;available;True
pleasant toothpaste;price_abs;-13
Epson Expression Home XP;available;False
luxurious toner;quantity_sub;-21
Razer Variau;remove;
Epson Expression Home XP;remove;
gorgeous night cream;available;False
gorgeous pineapple;price_percent;-0.09
Intel Core i5;quantity_sub;-2
Canon PIXMA;price_abs;13062
attractive scaffolding;price_percent;0.14
sublime baseboard;available;True
Epson Expression Home XP;available;False
Samsung 970 EVO SSD;remove;
sublime baseboard;price_percent;0.11
gorgeous moustache wax;quantity_add;8
WD Blue HDD;price_abs;1196
Brother DCP-T510W;quantity_sub;-6
Canon PIXMA;quantity_sub;-8
stylish plum;available;True
trendy siding;available;True
tasteful saw;quantity_sub;-20
luxurious nails;available;False
magnificent apricot;quantity_add;160
Epson Expression Home XP;quantity_sub;-1
magnificent nails;remove;
pretty screws;price_percent;-0.06
Canon PIXMA;quantity_add;4
nice face wash;price_percent;-0.05
Razer Variau;quantity_sub;-2
AMD Ryzen 5;price_abs;-1181
delightful roofing;quantity_add;33
stylish chisel;remove;
AMD Ryzen 5;price_abs;-2822
nice tape measure;price_abs;2
sublime melon;price_abs;7
refined doors;price_percent;0.19
Corsair HS60;price_percent;0.06
trendy siding;quantity_sub;-42
Samsung 970 EVO SSD;price_percent;-0.04
Ricoh Aficio MP;quantity_sub;-1
trendy blackberry;available;True
stylish conditioner;quantity_sub;-22
magnificent apricot;available;False
Canon PIXMA;quantity_add;2
exquisite face wash;available;False
AMD Ryzen 5;price_percent;-0.12
HyperX DDR4 RAM;remove;
tasteful conditioner;available;True
Canon PIXMA;price_percent;0.14
trendy grapes;price_abs;12
pleasant toothpaste;quantity_add;141
Epson Expression Home XP;available;False
Samsung 970 EVO SSD;price_percent;0.01
NVIDIA GeForce GTX 1050;price_abs;-4813
Canon PIXMA;quantity_add;3
tasteful windows;remove;
exquisite strawberry;price_abs;-3
delightful roofing;remove;
Intel Core i5;available;True
Intel Core i5;available;True
pleasant toothpaste;available;True
luxurious sunscreen;price_percent;0.2
exquisite night cream;price_abs;0
beautiful cranberry;price_abs;5
Samsung 970 EVO SSD;remove;
trendy strawberry;quantity_add;60
pretty tile;price_percent;0.14
HyperX DDR4 RAM;quantity_sub;-2
Canon PIXMA;remove;
trendy body wash;available;True
Ricoh Aficio MP;quantity_sub;-3
delightful chisel;price_percent;0.2
exquisite plumbing;remove;
HyperX DDR4 RAM;quantity_add;3
pretty screws;quantity_sub;-108
refined perfume;price_percent;-0.19
Canon PIXMA;remove;
delightful chisel;quantity_add;97
HP LaserJet Pro;price_abs;-4697
Canon PIXMA;remove;
trendy siding;remove;
Epson Expression Home XP;available;False
superb moustache wax;price_abs;2
sublime baseboard;price_abs;-6
refined doors;remove;
Razer Variau;quantity_add;2
marvelous bubble bath;available;True
marvelous toner;price_percent;-0.18
refined perfume;price_abs;-9
magnificent blackberry;price_abs;2
HyperX DDR4 RAM;quantity_add;5
refined grapes;remove;
refined grapes;quantity_add;184
amazing baseboard;price_abs;-1
WD Blue HDD;quantity_add;10
sublime baseboard;price_percent;-0.09
sublime baseboard;price_abs;-4
luxurious sunscreen;available;True
gorgeous papaya;quantity_add;65
stylish lip balm;price_abs;50.00600000000001
HyperX DDR4 RAM;price_abs;-882
Razer Variau;available;True
refined perfume;remove;
beautiful level;price_percent;0.16
beautiful baby shampoo;price_abs;2
attractive doors;price_percent;-0.07
AMD Ryzen 5;quantity_add;5
trendy strawberry;quantity_sub;-87
pleasant windows;price_percent;-0.03
Intel Core i5;price_abs;1078
Ricoh Aficio MP;remove;
marvelous bubble bath;quantity_sub;-96
Corsair HS60;quantity_sub;-3
gorgeous night cream;quantity_add;30
luxurious toner;remove;
Samsung 970 EVO SSD;quantity_sub;-7
refined doors;price_percent;-0.13
trendy raspberry;price_percent;0.18
HP LaserJet Pro;price_percent;-0.02
Canon PIXMA;price_abs;-6511
exquisite doors;quantity_sub;-48
magnificent nails;available;True
trendy shovel;available;True
trendy grapes;remove;
trendy body wash;price_abs;-9
Samsung 970 EVO SSD;quantity_add;3
Ricoh Aficio MP;quantity_add;2
amazing scaffolding;remove;
Logitech Wireless Keyboard;price_percent;-0.03
gorgeous moustache wax;remove;
refined doors;available;False
NVIDIA GeForce GTX 1050;quantity_add;3
stylish conditioner;available;True
EVGA 500B 80+ BRONZE;price_percent;-0.03
AMD Ryzen 5;price_abs;1535
exquisite doors;quantity_add;82
AMD Ryzen 5;price_abs;64450.100000000006
tasteful conditioner;quantity_add;56
stylish insulation;quantity_sub;-27
elegant tape measure;price_abs;-1
Ricoh Aficio MP;price_percent;-0.12
refined perfume;quantity_add;33
tasteful drywall;quantity_add;88
trendy shovel;price_abs;-3
Corsair HS60;price_percent;-0.02
refined doors;price_percent;0.05
refined lotion;remove;
gorgeous night cream;available;False
Logitech Wireless Keyboard;price_percent;0.13
magnificent grapes;price_abs;-4
sublime grapes;quantity_sub;-78
trendy grapes;quantity_sub;-76
luxurious nails;quantity_add;34
sublime baseboard;price_percent;-0.16
pretty makeup remover;remove;
pretty tile;quantity_sub;-141
Samsung 970 EVO SSD;quantity_sub;-7
EVGA 500B 80+ BRONZE;available;False
Brother DCP-T510W;available;False
refined lotion;price_abs;-2
AMD Ryzen 5;quantity_add;3
tasteful saw;remove;
pretty papaya;available;True
gorgeous pineapple;quantity_sub;-70
marvelous toner;price_percent;-0.05
beautiful plum;available;True
elegant boysenberry;quantity_sub;-11
Epson Expression Home XP;available;False
gorgeous pineapple;quantity_sub;-2
pretty screws;price_abs;-1
Canon PIXMA;quantity_sub;-14
gorgeous night cream;price_abs;15
delightful roofing;available;True
refined perfume;quantity_sub;-71
Canon PIXMA;price_percent;-0.06
refined grapes;available;True
exquisite plumbing;quantity_sub;-50
Corsair HS60;remove;
Canon PIXMA;quantity_add;9
refined level;quantity_add;149
exquisite night cream;price_percent;-0.06
Canon PIXMA;quantity_add;1
superb moustache wax;price_percent;-0.18
delightful chisel;remove;
exquisite strawberry;price_abs;0
trendy body wash;remove;
Corsair HS60;quantity_sub;-1
Logitech Wireless Keyboard;available;False
Canon PIXMA;available;True
magnificent blackberry;quantity_sub;-126
elegant wheelbarrow;quantity_sub;-41
exquisite strawberry;price_percent;0.09
tasteful saw;quantity_sub;-9
luxurious nails;quantity_add;104
Samsung 970 EVO SSD;remove;
HyperX DDR4 RAM;available;True
exquisite strawberry;available;True
Intel Core i5;remove;
Brother DCP-T510W;remove;
HyperX DDR4 RAM;quantity_sub;-5
refined perfume;price_percent;-0.04
Intel Core i5;price_percent;-0.09
Brother DCP-T510W;price_abs;-5681
refined doors;price_percent;-0.05
Canon PIXMA;available;True
refined wallpaper;price_abs;5
Samsung 970 EVO SSD;price_percent;0.14
Samsung 970 EVO SSD;quantity_sub;-9
gorgeous nail polish;price_abs;-6
Canon PIXMA;quantity_add;4
Ricoh Aficio MP;available;True
pretty banana;quantity_sub;-130
stylish plum;quantity_sub;-59
Epson Expression Home XP;remove;
pleasant windows;price_percent;0.05
Ricoh Aficio MP;price_percent;0.19
magnificent grapes;remove;
AMD Ryzen 5;price_abs;-10638
Samsung 970 EVO SSD;quantity_sub;-3
luxurious nails;quantity_sub;-59
refined doors;price_abs;-7
gorgeous pineapple;available;True
magnificent wallpaper;quantity_sub;-127
Corsair HS60;quantity_add;1
trendy shovel;quantity_add;15
Samsung 970 EVO SSD;quantity_sub;-4
stylish conditioner;remove;
HyperX DDR4 RAM;quantity_add;1
magnificent blackberry;quantity_sub;-101
EVGA 500B 80+ BRONZE;remove;
refined pedicure set;quantity_sub;-72
luxurious toner;price_percent;0.02
Epson Expression Home XP;remove;
trendy grapes;available;True
stylish nails;available;True
stylish shovel;quantity_add;59
Ricoh Aficio MP;quantity_sub;-2
Corsair HS60;quantity_add;2
exquisite strawberry;quantity_sub;-93
AMD Ryzen 5;price_abs;-7028
delightful chisel;quantity_sub;-41
magnificent grapes;quantity_sub;-123
nice doors;price_abs;98.49400000000001
sublime exfoliator;quantity_add;118
sublime pineapple;quantity_add;183
elegant conditioner;quantity_sub;-124
pretty makeup remover;quantity_add;115
stylish lip balm;quantity_sub;-47
Corsair HS60;available;False
refined grapes;price_percent;-0.2
elegant conditioner;quantity_add;21
tasteful drywall;price_abs;-7
trendy siding;available;False
stylish lip balm;quantity_add;107
elegant grapes;remove;
Logitech Wireless Keyboard;quantity_add;2
refined level;price_abs;8
Razer Variau;remove;
magnificent blackberry;quantity_add;144
sublime baseboard;price_percent;-0.17
exquisite strawberry;quantity_add;140
delightful eye cream;quantity_add;114
Razer Variau;quantity_sub;-11
Razer Variau;quantity_add;1
stylish conditioner;price_abs;-4
refined grapes;quantity_add;149
gorgeous nail polish;remove;
superb roofing;available;True
beautiful plum;price_abs;2
attractive lip balm;quantity_sub;-55
exquisite drywall;quantity_add;22
AMD Ryzen 5;price_abs;-6238
elegant wheelbarrow;quantity_sub;-17
Canon PIXMA;quantity_add;4
glamorous wheelbarrow;remove;
Ricoh Aficio MP;quantity_add;3
stylish trim;available;True
stylish lip balm;price_percent;0.08
AMD Ryzen 5;price_percent;0.19
glamorous wheelbarrow;quantity_add;38
magnificent wallpaper;quantity_sub;-25
stylish lip balm;remove;
HP LaserJet Pro;quantity_add;8
WD Blue HDD;remove;
Intel Core i5;price_percent;-0.06
AMD Ryzen 5;remove;
attractive scaffolding;price_percent;-0.11
elegant nail polish;remove;
elegant facial cleanser;price_percent;0.11
HyperX DDR4 RAM;quantity_add;6
elegant boysenberry;remove;
delightful moustache wax;remove;
delightful chisel;price_abs;58.85
pretty banana;price_abs;-2
AMD Ryzen 5;quantity_add;10
refined perfume;available;False
trendy body wash;available;True
pleasant windows;available;True
Brother DCP-T510W;quantity_add;1
refined level;quantity_add;142
marvelous exfoliator;quantity_add;60
tasteful windows;quantity_sub;-101
delightful sunscreen;quantity_sub;-65
beautiful peach;price_percent;-0.03
exquisite night cream;quantity_sub;-126
delightful chisel;available;False
attractive doors;quantity_sub;-50
Samsung 970 EVO SSD;quantity_add;7
Intel Core i5;quantity_add;3
Corsair HS60;price_percent;0.16
luxurious nails;quantity_sub;-26
Corsair HS60;quantity_add;8
elegant wheelbarrow;remove;
magnificent grapes;price_percent;0.07
elegant deodorant;quantity_sub;-106
stylish lip balm;price_abs;-2
elegant conditioner;available;True
elegant deodorant;available;True
NVIDIA GeForce GTX 1050;price_percent;0.05
luxurious sunscreen;quantity_sub;-83
Ricoh Aficio MP;remove;
Kingston Canvas Select Plus;price_percent;0.08
Corsair HS60;available;False
pleasant moustache wax;remove;
pleasant toothpaste;price_abs;2
WD Blue HDD;price_abs;5685
gorgeous nail polish;remove;
pretty screws;price_abs;83.30300000000001
HyperX DDR4 RAM;available;True
Samsung 970 EVO SSD;available;True
trendy siding;price_percent;-0.16
Intel Core i5;remove;
pretty makeup remover;quantity_sub;-92
pretty makeup remover;price_abs;3
Razer Variau;available;True
delightful eye cream;available;True
Kingston Canvas Select Plus;price_abs;15305
AMD Ryzen 5;quantity_sub;-3
EVGA 500B 80+ BRONZE;price_percent;0.1
Canon PIXMA;price_percent;-0.04
Intel Core i5;price_abs;5669
Intel Core i5;quantity_add;2
Canon PIXMA;remove;
pleasant windows;price_percent;0.04
elegant conditioner;quantity_add;66
stylish conditioner;remove;
HyperX DDR4 RAM;price_percent;0.06
pleasant moustache wax;remove;
Corsair HS60;quantity_sub;-4
sublime melon;price_percent;0.13
beautiful level;remove;
exquisite doors;remove;
Corsair HS60;remove;
exquisite plumbing;remove;
luxurious toner;remove;
refined pedicure set;remove;
magnificent blackberry;quantity_sub;-73
gorgeous papaya;available;False
sublime baseboard;price_percent;0.0
sublime exfoliator;price_percent;-0.15
stylish chisel;quantity_sub;-47
Corsair HS60;price_percent;-0.2
HP LaserJet Pro;available;True
Logitech Wireless Keyboard;quantity_sub;-5
Canon PIXMA;available;True
HyperX DDR4 RAM;quantity_add;3
delightful chisel;available;False
luxurious sunscreen;available;False
pleasant melon;quantity_sub;-33
Epson Expression Home XP;available;True
Epson Expression Home XP;available;True
elegant boysenberry;quantity_add;137
Ricoh Aficio MP;price_percent;-0.09
Intel Core i5;quantity_add;6
Intel Core i5;price_abs;-18257
Intel Core i5;price_percent;0.07
HyperX DDR4 RAM;quantity_sub;-7
Intel Core i5;available;True
sublime baseboard;remove;
refined pedicure set;price_abs;0
HP LaserJet Pro;price_percent;0.18
HyperX DDR4 RAM;remove;
attractive wheelbarrow;quantity_sub;-7
HyperX DDR4 RAM;quantity_add;6
WD Blue HDD;quantity_add;10
HP LaserJet Pro;price_percent;0.0
WD Blue HDD;quantity_add;5
Ricoh Aficio MP;price_percent;-0.1
Corsair HS60;quantity_add;3
attractive lip balm;quantity_sub;-70
delightful chisel;quantity_sub;-81
delightful chisel;quantity_sub;-122
stylish conditioner;remove;
HP LaserJet Pro;remove;
elegant conditioner;quantity_add;59
Epson Expression Home XP;quantity_add;8
Razer Variau;quantity_add;12
exquisite strawberry;available;False
beautiful plum;price_abs;9
delightful eye cream;price_percent;0.04
magnificent grapes;quantity_sub;-147
Ricoh Aficio MP;available;True
delightful sunscreen;price_abs;6
gorgeous glue;available;True
HyperX DDR4 RAM;available;True
magnificent apple;available;True
magnificent blackberry;available;False
trendy siding;remove;
Corsair HS60;price_abs;69616.8
Intel Core i5;quantity_sub;-6
EVGA 500B 80+ BRONZE;price_abs;1675
HyperX DDR4 RAM;available;True
HP LaserJet Pro;price_percent;-0.02
elegant conditioner;price_percent;-0.16
gorgeous moustache wax;available;True
beautiful level;remove;
Samsung 970 EVO SSD;quantity_sub;-9
trendy grapes;quantity_sub;-47
trendy shovel;remove;
amazing scaffolding;price_abs;0
elegant tape measure;available;True
Corsair HS60;price_abs;814
refined level;price_percent;-0.2
delightful roofing;quantity_sub;-26
Canon PIXMA;price_percent;0.19
