name;price;quantity;category;fromCity;isAvailable;views
nice axe;75.51;652;tools;Лас-Росас;False;3294
delightful exfoliator;53.32;931;cosmetics;Монсон;True;78153
gorgeous blueberry;48.27;641;fruit;Мадрид;False;32621
nice wheelbarrow;60.56;675;tools;Самора;False;10215
nice screws;75.5;911;tools;Хихон;True;40670
Samsung 970 EVO SSD;81129;52;Краков;True;97095
pleasant wallpaper;10.7;471;tools;Минск;True;64292
pretty shovel;14.67;941;tools;Рига;True;32731
delightful peach;62.38;606;fruit;Таллин;False;95517
marvelous screws;76.69;521;tools;Сантьяго-де-Компостела;False;79560
gorgeous apple;31.98;644;fruit;Семана;True;60109
WD Blue HDD;53592;66;Таллин;False;73861
superb doors;88.78;856;tools;Картахена;True;91569
Logitech Wireless Keyboard;49849;46;Монсон;True;44414
Intel Core i5;74279;46;Кордова;False;3052
sublime wallpaper;66.53;1002;tools;Вильнюс;False;65578
amazing body wash;49.02;607;cosmetics;Льейда;False;42226
exquisite wheelbarrow;73.4;653;tools;Артейхо;True;85543
sublime makeup remover;64.2;989;cosmetics;Пласенсия;True;37097
superb wallpaper;92.25;1008;tools;Краков;False;87675
luxurious raspberry;21.7;653;fruit;Махадаонда;False;34947
refined scaffolding;47.93;534;tools;Хихон;True;42438
HP LaserJet Pro;84119;29;Бланес;True;33934
nice lip balm;34.98;847;cosmetics;Махадаонда;True;23605
tasteful drywall;73.92;548;tools;Виго;True;82817
exquisite saw;66.99;827;tools;Ереван;True;51510
Logitech Wireless Keyboard;77992;18;Киев;True;38481
Canon PIXMA;58770;49;Баку;True;36610
glamorous shovel;50.87;581;tools;Сан-Себастьян;False;84982
WD Blue HDD;59255;47;Таллин;False;12686
elegant grapes;89.23;887;fruit;Сьюдад-Реаль;True;9299
sublime saw;25.3;674;tools;Эль-Пуэрто-де-Санта-Мария;True;6328
tasteful kiwifruit;30.56;618;fruit;Кордова;False;20439
amazing level;24.18;1033;tools;Фигерас;False;80543
nice orange;33.01;828;fruit;Астана;True;42229
gorgeous toner;40.43;890;cosmetics;Астана;True;44196
superb lotion;23.45;587;cosmetics;Аликанте;True;53910
Canon PIXMA;51725;12;Семана;True;27439
Corsair HS60;78847;34;Вальядолид;False;50585
pleasant kiwifruit;50.46;489;fruit;Мартоса;False;59897
luxurious doors;81.45;942;tools;Сория;True;68874
refined grapes;29.72;729;fruit;Рига;True;76594
glamorous serum;68.26;924;cosmetics;Прага;True;10668
luxurious tape measure;74.91;712;tools;Белград;True;6633
Logitech Wireless Keyboard;18261;55;Касерес;True;35873
AMD Ryzen 5;66169;40;Белград;False;89066
attractive strawberry;85.16;849;fruit;Минск;False;77493
Razer Variau;68148;16;Вроцлав;False;10888
pretty hair mask;30.94;540;cosmetics;Гранада;True;72956
Epson Expression Home XP;40606;26;Аликанте;True;20307
nice hammer;16.59;982;tools;Санкт-Петербург;True;34972
glamorous boysenberry;69.15;931;fruit;Фигерас;False;55844
Intel Core i5;27543;26;Валенсия;False;96716
refined scaffolding;43.34;826;tools;Вроцлав;True;69039
trendy peach;20.43;584;fruit;Виго;False;59164
stylish blackberry;31.49;708;fruit;Кордова;False;66884
stylish apple;49.1;868;fruit;Тарраса;False;76315
amazing tape measure;99.9;533;tools;Мадрид;False;21572
pretty manicure set;23.49;729;cosmetics;Варшава;True;70070
sublime siding;95.11;714;tools;Любляна;False;5909
delightful drywall;11.34;882;tools;Бильбао;False;42458
HP LaserJet Pro;96468;55;Куэнка;True;57144
nice apple;99.11;855;fruit;Сараево;True;97585
Ricoh Aficio MP;31277;16;Мурсия;True;83593
gorgeous blackberry;89.34;662;fruit;Вильнюс;False;38585
magnificent tape measure;97.28;871;tools;Эль-Пуэрто-де-Санта-Мария;False;21057
tasteful moisturizer;31.63;934;cosmetics;Ташкент;False;37393
Intel Core i5;92048;11;Рига;True;24164
tasteful apricot;74.89;691;fruit;Гранада;False;71290
stylish blueberry;13.8;911;fruit;Сория;False;48803
attractive face wash;81.05;959;cosmetics;Осера;True;42554
exquisite drywall;52.04;962;tools;Махадаонда;True;19717
Razer Variau;93788;68;Тбилиси;True;58762
exquisite sunscreen;86.74;960;cosmetics;Варшава;False;10692
elegant baseboard;20.25;698;tools;Хихон;False;9476
HyperX DDR4 RAM;32032;19;Трухильо;True;80375
exquisite level;29.35;513;tools;Хихон;True;78010
Canon PIXMA;98499;22;Тарраса;False;87763
marvelous wheelbarrow;83.84;892;tools;Камбадос;True;88410
pretty tile;58.02;783;tools;Бургос;False;25181
magnificent lotion;76.13;626;cosmetics;Касерес;True;60784
Epson Expression Home XP;87877;38;Хельсинки;True;41414
delightful banana;80.75;986;fruit;Баку;True;64865
luxurious cranberry;94.37;950;fruit;Алькала-де-Энарес;True;93271
sublime pedicure set;59.21;652;cosmetics;Сория;False;28159
superb conditioner;39.79;942;cosmetics;Алькала-де-Энарес;False;41790
nice mango;60.72;566;fruit;Севилья;True;65212
amazing perfume;78.07;541;cosmetics;Лас-Росас;True;52232
sublime blackberry;53.51;819;fruit;Бургос;True;98087
elegant facial cleanser;48.1;824;cosmetics;Аликанте;False;4953
HyperX DDR4 RAM;75799;49;Астана;True;39673
sublime orange;38.49;893;fruit;Касерес;True;67624
amazing nails;47.32;609;tools;Гранада;False;45980
trendy raspberry;26.15;737;fruit;Сан-Себастьян;False;55963
Brother DCP-T510W;58712;60;Овьедо;False;89341
Epson Expression Home XP;16029;67;Барселона;True;83395
superb bubble bath;91.3;656;cosmetics;Белград;False;26734
Corsair HS60;44150;33;Будапешт;True;32985
Intel Core i5;69113;51;Минск;False;53664
amazing mango;44.24;790;fruit;Тбилиси;False;6828
superb tile;20.16;595;tools;Тбилиси;False;34010
magnificent blackberry;49.43;876;fruit;Аликанте;False;72907
beautiful nail file;37.05;869;cosmetics;Камбадос;False;64373
attractive scaffolding;47.2;532;tools;Загреб;False;19405
pleasant banana;34.24;913;fruit;Картахена;True;11109
trendy orange;54.5;583;fruit;Хихон;True;18322
attractive tile;87.62;986;tools;Подгорица;False;33391
beautiful blackberry;70.4;649;fruit;Барселона;True;7156
amazing deodorant;17.7;967;cosmetics;Вильявисиоса;False;41370
magnificent peach;15.92;742;fruit;Монсон;True;25610
luxurious insulation;48.16;732;tools;Таллин;True;18956
delightful sunscreen;77.39;722;cosmetics;Тирана;True;36051
Brother DCP-T510W;47569;55;Бланес;True;62180
luxurious facial cleanser;88.04;566;cosmetics;Фигерас;False;59712
beautiful makeup remover;91.09;582;cosmetics;Скопье;True;6169
tasteful nail polish;54.01;971;cosmetics;Барселона;True;25785
magnificent strawberry;19.66;812;fruit;Тбилиси;True;54440
HyperX DDR4 RAM;56911;28;Самора;True;77703
nice papaya;96.45;572;fruit;Бильбао;False;18512
magnificent paint;32.01;834;tools;Касерес;True;47767
tasteful toothpaste;76.73;755;cosmetics;Луго;True;25355
elegant toner;69.79;741;cosmetics;Осера;True;91164
magnificent cranberry;68.88;907;fruit;Камбадос;False;57153
pretty bubble bath;46.25;879;cosmetics;Краков;True;46782
superb exfoliator;41.86;558;cosmetics;Рига;True;71753
magnificent pedicure set;10.68;574;cosmetics;Эль-Пуэрто-де-Санта-Мария;False;35769
attractive bubble bath;25.43;897;cosmetics;Киев;False;77813
Ricoh Aficio MP;51228;10;Киев;False;91011
marvelous eye cream;49.19;767;cosmetics;Мерида;True;98118
gorgeous plum;37.66;833;fruit;Мартоса;True;75938
tasteful tile;75.08;694;tools;Льейда;True;75086
glamorous hammer;66.57;718;tools;Навалькарнеро;True;45528
magnificent windows;59.95;670;tools;Фигерас;False;52521
HP LaserJet Pro;93860;73;Любляна;False;44477
NVIDIA GeForce GTX 1050;13268;42;Сараево;True;21952
Epson Expression Home XP;89067;25;Будапешт;True;72179
stylish baseboard;43.58;744;tools;Валенсия;False;4039
pretty toner;53.66;854;cosmetics;Хихон;False;88393
gorgeous grapes;35.99;756;fruit;Санхенхо;True;16967
trendy toner;67.36;771;cosmetics;Минск;True;43828
tasteful strawberry;54.46;572;fruit;Льейда;True;82613
amazing melon;16.81;972;fruit;Тбилиси;True;24902
delightful eye cream;20.23;968;cosmetics;Тирана;True;10882
luxurious roofing;48.56;929;tools;Фигерас;True;59155
pretty hair mask;92.15;855;cosmetics;Рига;True;60682
glamorous shampoo;44.66;595;cosmetics;Фигерас;True;63033
refined plumbing;34.97;893;tools;Рига;True;17935
magnificent axe;22.98;594;tools;Сантьяго-де-Компостела;True;34326
exquisite wheelbarrow;61.51;788;tools;Бишкек;True;42723
trendy exfoliator;55.27;480;cosmetics;Луарка;True;79641
superb roofing;17.45;970;tools;Бланес;True;70811
nice orange;98.01;887;fruit;Ла-Корунья;False;16550
Razer Variau;26223;65;Эльче;True;27592
marvelous exfoliator;98.22;657;cosmetics;Ереван;True;702
gorgeous toothpaste;25.58;763;cosmetics;Сантьяго-де-Компостела;True;40866
beautiful melon;79.63;602;fruit;Бишкек;False;83522
stylish conditioner;81.91;494;cosmetics;Краков;True;27818
pretty pineapple;53.94;542;fruit;Камбадос;True;97419
attractive blueberry;95.89;852;fruit;Киев;True;96750
HP LaserJet Pro;26090;39;Бланес;True;3249
refined wallpaper;21.25;754;tools;Луарка;False;43729
marvelous makeup remover;71.66;853;cosmetics;Лас-Росас;False;67625
elegant baby shampoo;85.65;721;cosmetics;Артейхо;True;88303
Razer Variau;16616;57;Осера;False;63062
magnificent eye cream;34.28;961;cosmetics;Тбилиси;True;1654
superb plum;84.31;835;fruit;Фигерас;True;9003
stylish boysenberry;14.12;805;fruit;Эль-Пуэрто-де-Санта-Мария;False;48302
attractive chisel;88.73;575;tools;Скопье;True;22208
Logitech Wireless Keyboard;28723;68;Бишкек;True;73361
trendy baseboard;31.35;606;tools;Вильявисиоса;True;45894
superb facial cleanser;43.71;829;cosmetics;Тбилиси;True;97671
stylish lip balm;57.75;982;cosmetics;Астана;False;44212
AMD Ryzen 5;97937;52;Ла-Корунья;True;77098
pretty baby shampoo;59.98;586;cosmetics;Вальядолид;True;65694
refined melon;96.35;502;fruit;Луго;True;10721
Logitech Wireless Keyboard;64308;51;Варшава;False;25927
NVIDIA GeForce GTX 1050;15973;71;Загреб;True;40741
pretty level;74.01;524;tools;Аликанте;True;45434
sublime melon;14.13;745;fruit;Осера;True;25614
HP LaserJet Pro;22262;27;Махадаонда;False;19542
exquisite conditioner;42.5;534;cosmetics;Краков;False;73618
stylish lip balm;56.8;604;cosmetics;Санкт-Петербург;True;16737
sublime perfume;28.93;680;cosmetics;Баку;True;47951
amazing saw;57.25;893;tools;Баку;True;74773
trendy sunscreen;14.04;964;cosmetics;Сантьяго-де-Компостела;False;7683
luxurious scaffolding;92.46;488;tools;Сараево;True;89944
Samsung 970 EVO SSD;15086;38;Прага;False;38912
stylish guava;28.85;514;fruit;Сараево;False;87040
stylish perfume;93.88;941;cosmetics;Кадакес;True;52451
delightful night cream;95.09;641;cosmetics;Таллин;True;19303
elegant deodorant;32.1;637;cosmetics;Сеговия;False;90595
NVIDIA GeForce GTX 1050;64478;13;Картахена;False;97171
gorgeous screws;69.33;487;tools;Тарраса;False;39878
pretty peach;13.67;859;fruit;Вальядолид;True;50582
AMD Ryzen 5;58367;70;Камбадос;True;77305
HyperX DDR4 RAM;18839;40;Валенсия;True;39396
WD Blue HDD;66255;67;Виго;False;46575
refined strawberry;29.32;476;fruit;Авилес;False;36779
superb raspberry;46.23;586;fruit;Авилес;False;39302
marvelous saw;84.43;841;tools;Махадаонда;False;37131
attractive deodorant;13.36;939;cosmetics;Сория;False;85964
stylish toner;53.39;675;cosmetics;Кишинев;False;86648
Brother DCP-T510W;14999;33;Алма-Ата;False;23175
tasteful perfume;72.85;1011;cosmetics;Сан-Себастьян;True;22195
gorgeous blueberry;82.43;594;fruit;Астана;False;47219
HyperX DDR4 RAM;19873;71;Ташкент;True;24909
luxurious plumbing;38.27;746;tools;Бургос;True;65709
attractive insulation;83.57;820;tools;Мадрид;True;12243
pleasant cherry;48.34;952;fruit;Барселона;True;19913
attractive bubble bath;46.19;860;cosmetics;Тбилиси;True;15857
Brother DCP-T510W;97353;35;Санхенхо;True;20028
amazing pineapple;96.57;651;fruit;Алькала-де-Энарес;False;30733
luxurious bubble bath;76.23;687;cosmetics;Овьедо;True;29962
AMD Ryzen 5;51887;33;Мадрид;True;29748
HyperX DDR4 RAM;63166;23;Мурсия;True;31845
NVIDIA GeForce GTX 1050;88616;22;Варшава;False;48763
Canon PIXMA;84584;69;Сория;False;47795
marvelous glue;34.73;533;tools;Любляна;True;70459
delightful doors;12.28;903;tools;Картахена;True;79018
