name;method;param
magnificent insulation;remove;
glamorous guava;remove;
gorgeous strawberry;quantity_sub;-52
delightful shovel;price_abs;1
SteelSeries Arctis 7;price_percent;-0.16
elegant strawberry;quantity_sub;-43
delightful wheelbarrow;price_percent;-0.04
pleasant conditioner;quantity_sub;-104
pretty drywall;quantity_add;68
magnificent apricot;quantity_add;73
HP LaserJet Pro;quantity_add;6
magnificent lotion;quantity_add;125
superb wallpaper;price_abs;-5
elegant shampoo;quantity_sub;-32
marvelous nail polish;quantity_add;146
beautiful ladder;quantity_add;3
exquisite moustache wax;price_abs;56.74900000000001
EVGA 500B 80+ BRONZE;available;True
beautiful ladder;price_abs;-5
nice cherry;price_abs;-5
marvelous trim;quantity_sub;-120
gorgeous sunscreen;remove;
delightful manicure set;price_abs;11
HP LaserJet Pro;quantity_sub;-1
pleasant melon;price_abs;-1
tasteful guava;remove;
Intel Core i5;available;True
EVGA 500B 80+ BRONZE;available;True
magnificent face wash;available;True
pretty screws;quantity_sub;-162
magnificent blueberry;price_percent;0.17
magnificent apricot;available;False
tasteful glue;quantity_sub;-72
Razer Variau;available;True
Kingston Canvas Select Plus;quantity_add;3
trendy manicure set;quantity_sub;-188
amazing scaffolding;quantity_sub;-98
refined moisturizer;quantity_add;63
refined moisturizer;available;True
SteelSeries Arctis 7;quantity_sub;-2
magnificent nail polish;price_percent;-0.03
magnificent blueberry;price_abs;0
Canon PIXMA;remove;
Samsung 970 EVO SSD;price_percent;-0.13
pretty screws;price_percent;0.05
pretty doors;remove;
magnificent trim;price_abs;17
gorgeous tile;quantity_sub;-191
AMD Ryzen 5;price_percent;-0.02
nice perfume;available;False
Epson Expression Home XP;quantity_add;8
attractive nails;available;True
tasteful doors;available;True
sublime exfoliator;price_percent;-0.18
delightful lotion;price_percent;-0.01
glamorous conditioner;quantity_add;154
sublime sunscreen;quantity_sub;-83
sublime nails;available;False
magnificent insulation;quantity_add;19
magnificent lotion;price_percent;0.15
sublime nails;available;True
gorgeous plumbing;quantity_sub;-68
pretty insulation;quantity_sub;-115
sublime exfoliator;price_abs;-12
pleasant serum;remove;
delightful moustache wax;price_abs;-1
magnificent face wash;price_percent;0.2
Razer Variau;price_abs;-322
delightful moustache wax;quantity_sub;-59
pretty roofing;quantity_sub;-98
SteelSeries Arctis 7;quantity_add;2
stylish bubble bath;remove;
superb electrical;price_percent;0.03
trendy baseboard;price_percent;-0.18
HP LaserJet Pro;quantity_sub;-6
Epson Expression Home XP;quantity_add;2
magnificent boysenberry;quantity_sub;-151
Ricoh Aficio MP;price_abs;13549.800000000001
sublime moustache wax;quantity_sub;-120
pretty doors;price_percent;-0.11
marvelous moisturizer;quantity_add;122
glamorous plumbing;quantity_sub;-74
HP LaserJet Pro;quantity_add;4
Epson Expression Home XP;available;False
beautiful exfoliator;price_percent;-0.08
tasteful doors;quantity_add;67
pleasant makeup remover;price_abs;0
tasteful doors;remove;
Epson Expression Home XP;quantity_sub;-5
attractive nails;available;True
Canon PIXMA;price_abs;1786
gorgeous toothpaste;price_percent;-0.13
HP LaserJet Pro;quantity_sub;-3
magnificent apricot;remove;
elegant tile;available;True
Intel Core i5;price_abs;-5291
attractive nails;price_percent;-0.1
elegant wheelbarrow;available;False
attractive nails;available;True
Canon PIXMA;price_abs;-9869
superb electrical;available;True
HyperX DDR4 RAM;quantity_add;1
SteelSeries Arctis 7;quantity_add;2
tasteful glue;available;True
