id;name;city;begin;system;tours_count;min_rating;time_on_game
187677;Макартур 2010;Кордова;23.03;circular;15;2389;37
597146;Макартур 1953;Баку;25.01;Olympic;10;2337;44
670594;Макартур 1966;Рига;10.10;circular;10;2496;101
282589;Биль 1983;Баку;18.07;circular;12;2313;139
544207;Гран-при ФИДЕ 2004;Эль-Пуэрто-де-Санта-Мария;15.10;Swiss;14;2225;179
306688;Сент-Луис 1958;Виго;01.02;Swiss;9;2540;142
531402;Чемпионат мира 1990;Скопье;15.09;Swiss;13;2332;154
972868;Вейк-ан-Зее 1998;Кадакес;12.11;circular;10;2309;118
747787;Турнир претендентов 1995;Махадаонда;14.05;circular;15;2322;89
523602;Дортмунд 1967;Ташкент;18.09;circular;7;2265;53
207522;Ставангер 1997;Вильявисиоса;06.10;circular;10;2609;38
545703;Тилбург 2006;Самора;27.07;Olympic;13;2319;56
347904;Sinquefield Cup 1966;Бишкек;09.06;circular;15;2535;106
871895;Аэрофлот Опен 2008;Краков;22.11;Olympic;7;2635;107
488033;Пойковский 1976;Валенсия;07.06;circular;13;2253;51
831796;Биль 1987;Ереван;26.06;Olympic;8;2521;146
164603;Линарес 1970;Загреб;08.11;circular;11;2607;48
590845;Пойковский 1995;Будапешт;20.08;Swiss;14;2309;35
460803;Шамкович 2003;Вильнюс;05.08;circular;10;2562;173
958660;Аэрофлот Опен 1985;Краков;24.06;circular;15;2604;116
571971;Гран-при ФИДЕ 2024;Тарраса;14.01;Swiss;15;2246;133
517340;Дортмунд 1963;Вальядолид;08.02;Olympic;13;2560;89
137273;Сент-Луис 2016;Осера;11.01;Swiss;13;2562;61
560755;Лондон 1975;Авилес;03.05;Swiss;7;2575;69
697983;Кубок мира 1984;Подгорица;16.05;Olympic;12;2595;179
538379;Политика 1991;Кадакес;15.04;Swiss;14;2475;83
386199;Шамкович 1964;Сория;13.08;Olympic;6;2382;178
658187;Макартур 2008;Осера;25.07;Olympic;11;2215;174
842718;Шамкович 1975;Картахена;03.04;circular;13;2243;93
529728;Европа 2004;Кордова;27.09;Olympic;6;2502;93
887563;Аэрофлот Опен 1992;Пласенсия;20.01;circular;7;2304;77
285976;Балтийская цепь 1965;Душанбе;05.11;circular;15;2608;139
871424;Шамкович 1991;Киев;27.04;circular;10;2351;15
211701;Балтийская цепь 1983;Будапешт;24.08;Olympic;10;2546;175
948963;Реджо-нель-Эмилия 1999;Кадакес;13.06;Olympic;12;2485;47
612208;Макартур 1979;Загреб;18.06;Olympic;6;2504;167
547632;Хогевен 2010;Будапешт;10.08;circular;11;2580;148
305397;Линарес 1954;Гранада;22.12;Swiss;9;2648;135
745119;Пойковский 2002;Семана;23.11;circular;9;2215;43
256187;Лондон 2024;Самора;16.03;Swiss;9;2572;50
117228;Реджо-нель-Эмилия 2015;Лас-Росас;26.04;circular;8;2368;167
684286;Балтийская цепь 1969;Виго;09.10;circular;8;2348;96
239779;Вейк-ан-Зее 1962;Афины;09.06;Olympic;13;2544;146
678479;Тилбург 1999;Варшава;02.08;Olympic;14;2384;86
251499;Линарес 2003;Ташкент;14.01;Olympic;9;2574;113
318688;Политика 2020;Прага;11.11;Swiss;8;2363;144
495956;Ставангер 1976;Трухильо;02.02;circular;10;2203;85
145743;Шамкович 2011;Киев;09.12;Olympic;9;2629;60
689499;Мемориал Таля 2003;Авилес;12.08;Olympic;8;2368;33
945194;Макартур 1958;Трухильо;16.12;circular;12;2535;164
988637;Мемориал Таля 1957;Киев;14.05;Swiss;14;2497;37
515533;Биль 2016;Аликанте;28.08;circular;11;2527;64
603833;Балтийская цепь 2003;Ташкент;11.01;circular;11;2229;134
733838;Мемориал Таля 1997;Санкт-Петербург;11.02;Olympic;12;2292;129
117122;Ставангер 2006;Вильявисиоса;13.11;circular;10;2329;60
197504;Мемориал Таля 1976;Вальядолид;20.08;Olympic;11;2519;27
203246;Тилбург 1967;Вроцлав;06.04;circular;12;2287;35
634641;Ставангер 1960;Тарраса;19.10;circular;10;2360;180
527552;Линарес 2010;Алма-Ата;23.09;Olympic;6;2527;118
515908;Ставангер 2023;Сан-Себастьян;02.04;circular;14;2210;37
977384;Аэрофлот Опен 1986;Вроцлав;16.12;Olympic;14;2319;148
824995;Европа 1975;Касерес;25.08;Olympic;13;2299;19
812177;Sinquefield Cup 1978;Хихон;02.11;Swiss;7;2392;92
251427;Хогевен 1986;Хихон;28.12;Olympic;9;2531;151
812311;Тилбург 1966;Эль-Пуэрто-де-Санта-Мария;21.03;Swiss;12;2586;89
557117;Мемориал Таля 1985;Краков;03.05;Olympic;10;2407;175
517023;Балтийская цепь 1977;Фигерас;09.02;Olympic;8;2517;168
159641;Лондон 2012;Артейхо;07.10;Swiss;15;2526;141
797357;Турнир претендентов 1959;Краков;24.11;Swiss;7;2320;169
330455;Биль 1990;София;02.05;circular;7;2584;101
162309;Пальма 1986;Хельсинки;16.10;Swiss;9;2304;130
423543;Ставангер 1978;Монсон;24.10;Olympic;13;2250;46
792014;Европа 1971;Камбадос;03.12;Swiss;11;2247;93
962025;Шамкович 2011;Киев;21.06;circular;6;2265;124
760461;Линарес 1950;Сеговия;19.03;Swiss;9;2286;176
773217;Мемориал Таля 1959;Трухильо;05.12;circular;14;2228;167
695517;Макартур 1957;Камбадос;10.10;Swiss;14;2640;135
466124;Вейк-ан-Зее 1999;Пласенсия;16.10;Olympic;15;2489;39
