id;name;city;begin;system;tours_count;min_rating;time_on_game
536282;Sinquefield Cup 1978;Ташкент;23.04;Olympic;12;2469;52
717271;Гашиш 1972;Ереван;06.11;Swiss;15;2299;114
242533;Турнир претендентов 1979;Эль-Пуэрто-де-Санта-Мария;08.11;Swiss;14;2451;52
663225;Турнир претендентов 1969;Аликанте;10.10;Swiss;10;2588;106
304350;Sinquefield Cup 1976;Сантьяго-де-Компостела;03.02;circular;9;2459;124
187031;Гашиш 2022;Санхенхо;28.12;Swiss;7;2509;155
240116;Реджо-нель-Эмилия 2000;Загреб;10.07;Olympic;7;2251;22
310273;Мемориал Таля 1963;Баку;01.09;circular;9;2636;127
993153;Европа 2007;Москва;12.05;circular;11;2417;112
970593;Сент-Луис 1970;Куэнка;10.08;Swiss;7;2324;102
109558;Пойковский 2009;Сараево;01.10;circular;12;2586;87
185717;Лондон 1994;Кишинев;13.10;Swiss;7;2307;160
612649;Цюрих 1985;Будапешт;13.02;Swiss;11;2503;27
312363;Лондон 1951;Осера;10.11;Swiss;9;2225;131
893594;Биль 1971;Белград;09.01;circular;8;2494;59
125544;Ставангер 1964;Кордова;09.05;Olympic;11;2586;87
418191;Сент-Луис 2002;Пласенсия;16.03;Olympic;7;2389;27
488684;Гашиш 2024;Вильнюс;17.10;Swiss;14;2446;84
305737;Цюрих 1997;Вроцлав;15.12;Olympic;15;2252;121
959095;Лондон 1963;Душанбе;01.06;circular;8;2306;101
740743;Европа 1992;Пласенсия;24.02;Swiss;7;2510;175
312611;Турнир претендентов 2008;Аликанте;22.07;circular;10;2638;28
111775;Цюрих 1974;Семана;19.01;Swiss;15;2247;163
636738;Шамкович 1960;Осера;11.05;Swiss;8;2221;81
843565;Пойковский 2012;Артейхо;06.04;Swiss;13;2239;136
415476;Цюрих 1987;Бланес;08.03;Olympic;6;2607;31
107130;Политика 1989;Ереван;25.09;Swiss;12;2569;20
184682;Европа 2022;Ла-Корунья;16.03;circular;15;2287;110
835640;Гран-при ФИДЕ 2016;Осера;11.03;circular;10;2391;18
294603;Пойковский 2000;Монсон;11.02;circular;12;2507;68
338009;Sinquefield Cup 1958;Эльче;25.06;Olympic;13;2258;75
993064;Аэрофлот Опен 1969;Луарка;13.05;circular;15;2290;127
