id;name;city;begin;system;tours_count;min_rating;time_on_game
769638;Хогевен 2010;Афины;22.08;circular;15;2414;37
989456;Мемориал Таля 1976;Осера;06.07;Olympic;7;2592;111
576926;Гран-при ФИДЕ 2005;Барселона;04.07;Olympic;8;2574;143
458928;Пойковский 1981;Краков;07.09;circular;14;2294;133
545382;Вейк-ан-Зее 1980;Касерес;18.03;Olympic;7;2619;27
605393;Макартур 2019;Подгорица;22.01;circular;11;2437;171
608769;Sinquefield Cup 1971;Виго;13.11;Olympic;8;2321;136
872871;Кубок мира 1983;Будапешт;10.10;circular;13;2343;22
386857;Чемпионат мира 2014;Афины;27.06;Swiss;10;2362;24
462345;Лондон 2013;Кишинев;20.01;Olympic;7;2512;130
516343;Вена 2015;Махадаонда;13.09;Swiss;15;2241;161
860513;Чемпионат мира 1963;Астана;21.06;Swiss;13;2353;142
155547;Лондон 1988;Эльче;24.06;circular;7;2562;49
102244;Аэрофлот Опен 1950;Осера;25.02;Swiss;12;2587;20
206613;Гран-при ФИДЕ 1951;Вильнюс;12.12;Olympic;13;2451;146
939122;Макартур 1999;Бишкек;16.10;Swiss;8;2499;36
735205;Шамкович 1986;Кордова;01.02;Olympic;8;2497;70
961869;Ставангер 1958;Сеговия;05.10;Swiss;14;2346;164
913901;Дортмунд 1954;Ла-Корунья;28.10;circular;15;2601;43
471372;Макартур 2013;Тудела;12.11;Swiss;12;2639;172
909390;Sinquefield Cup 1986;Будапешт;01.12;Olympic;10;2587;144
149617;Пойковский 1957;Краков;01.02;Swiss;11;2269;57
312790;Гран-при ФИДЕ 2005;Бильбао;16.07;Olympic;7;2389;52
550534;Гашиш 1992;Валенсия;01.04;Olympic;15;2281;156
750841;Вейк-ан-Зее 1957;Льейда;17.01;Olympic;12;2512;79
586706;Линарес 1951;Подгорица;22.09;circular;10;2439;122
553479;Пойковский 1978;Трухильо;22.10;circular;12;2332;81
173835;Дортмунд 1994;Краков;22.03;Swiss;14;2592;111
301528;Хогевен 2022;София;21.05;Swiss;14;2446;53
814130;Турнир претендентов 1965;Сараево;04.09;circular;13;2637;116
254190;Алушта 2003;Махадаонда;03.08;Olympic;13;2500;27
707100;Пальма 1998;Душанбе;11.05;circular;15;2455;20
615408;Турнир претендентов 2021;Баку;10.06;Swiss;11;2314;94
386443;Гашиш 1983;Ереван;27.02;Swiss;8;2448;129
394805;Пойковский 1998;Куэнка;08.03;Olympic;13;2221;121
918126;Турнир претендентов 2016;Навалькарнеро;24.03;Olympic;10;2302;177
458865;Пальма 1972;Касерес;12.12;circular;9;2276;151
600944;Тилбург 2008;Тбилиси;17.04;circular;11;2519;155
440769;Реджо-нель-Эмилия 2019;Подгорица;26.12;Swiss;6;2546;41
398214;Европа 1974;Эльче;02.06;circular;10;2509;101
123779;Балтийская цепь 2005;Гранада;21.06;circular;11;2502;107
880279;Кубок мира 1950;Прага;21.12;Olympic;13;2541;152
170613;Кубок мира 2014;Киев;02.10;Swiss;6;2308;70
465996;Дортмунд 1971;Бильбао;23.04;Swiss;14;2301;35
129622;Аэрофлот Опен 1968;Варшава;27.07;Olympic;6;2534;94
196526;Балтийская цепь 1999;Любляна;27.09;Swiss;8;2275;28
616598;Кубок мира 1975;Кордова;05.05;Swiss;11;2440;179
590726;Шамкович 1956;Бургос;05.10;Swiss;13;2251;78
896424;Макартур 1978;Осера;10.02;Swiss;9;2537;108
880991;Хогевен 1967;Кордова;07.10;Swiss;11;2487;62
968149;Европа 1974;Овьедо;22.07;Olympic;15;2457;68
969153;Сент-Луис 2009;Душанбе;02.03;circular;15;2344;85
454977;Сент-Луис 1987;Бургос;21.01;circular;12;2229;31
469878;Алушта 2020;Любляна;05.03;circular;6;2490;95
